lat,lon,Target
16.1543439275782,108.25084511971195,1
16.1543439275782,108.25112800703712,1
16.15407855022868,108.25084511971195,1
16.15407855022868,108.25112800703712,1
16.15407855022868,108.25141089436224,1
16.15407855022868,108.25169378168738,1
16.15407855022868,108.2519766690125,1
16.15407855022868,108.25225955633763,1
16.15407855022868,108.25254244366278,1
16.15407855022868,108.25282533098792,1
16.15407855022868,108.25310821831305,1
16.15407855022868,108.2533911056382,1
16.15407855022868,108.25367399296331,1
16.15381317287916,108.25084511971195,1
16.15381317287916,108.25112800703712,1
16.15381317287916,108.25141089436224,1
16.15381317287916,108.25169378168738,1
16.15381317287916,108.2519766690125,1
16.15381317287916,108.25225955633763,1
16.15381317287916,108.25254244366278,1
16.15381317287916,108.25282533098792,1
16.15381317287916,108.25310821831305,1
16.15381317287916,108.2533911056382,1
16.15381317287916,108.25367399296331,1
16.15381317287916,108.25395688028846,1
16.15381317287916,108.2542397676136,1
16.153547795529644,108.25084511971195,1
16.153547795529644,108.25112800703712,1
16.153547795529644,108.25141089436224,1
16.153547795529644,108.25169378168738,1
16.153547795529644,108.2519766690125,1
16.153547795529644,108.25225955633763,1
16.153547795529644,108.25254244366278,1
16.153547795529644,108.25282533098792,1
16.153547795529644,108.25310821831305,1
16.153547795529644,108.2533911056382,1
16.153547795529644,108.25367399296331,1
16.153547795529644,108.25395688028846,1
16.153547795529644,108.2542397676136,1
16.153547795529644,108.25452265493873,1
16.153282418180126,108.25084511971195,1
16.153282418180126,108.25112800703712,1
16.153282418180126,108.25141089436224,1
16.153282418180126,108.25169378168738,1
16.153282418180126,108.2519766690125,1
16.153282418180126,108.25225955633763,1
16.153282418180126,108.25254244366278,1
16.153282418180126,108.25282533098792,1
16.153282418180126,108.25310821831305,1
16.153282418180126,108.2533911056382,1
16.153282418180126,108.25367399296331,1
16.153282418180126,108.25395688028846,1
16.153282418180126,108.2542397676136,1
16.153282418180126,108.25452265493873,1
16.153282418180126,108.25480554226388,1
16.153282418180126,108.255088429589,1
16.153282418180126,108.25537131691414,1
16.153282418180126,108.25565420423926,1
16.153282418180126,108.2559370915644,1
16.153282418180126,108.25621997888952,1
16.153017040830605,108.25084511971195,1
16.153017040830605,108.25112800703712,1
16.153017040830605,108.25141089436224,1
16.153017040830605,108.25169378168738,1
16.153017040830605,108.2519766690125,1
16.153017040830605,108.25225955633763,1
16.153017040830605,108.25254244366278,1
16.153017040830605,108.25282533098792,1
16.153017040830605,108.25310821831305,1
16.153017040830605,108.2533911056382,1
16.153017040830605,108.25367399296331,1
16.153017040830605,108.25395688028846,1
16.153017040830605,108.2542397676136,1
16.153017040830605,108.25452265493873,1
16.153017040830605,108.25480554226388,1
16.153017040830605,108.255088429589,1
16.153017040830605,108.25537131691414,1
16.153017040830605,108.25565420423926,1
16.153017040830605,108.2559370915644,1
16.153017040830605,108.25621997888952,1
16.153017040830605,108.25650286621467,1
16.153017040830605,108.25678575353982,1
16.153017040830605,108.25706864086494,1
16.152751663481087,108.25084511971195,1
16.152751663481087,108.25112800703712,1
16.152751663481087,108.25141089436224,1
16.152751663481087,108.25169378168738,1
16.152751663481087,108.2519766690125,1
16.152751663481087,108.25225955633763,1
16.152751663481087,108.25254244366278,1
16.152751663481087,108.25282533098792,1
16.152751663481087,108.25310821831305,1
16.152751663481087,108.2533911056382,1
16.152751663481087,108.25367399296331,1
16.152751663481087,108.25395688028846,1
16.152751663481087,108.2542397676136,1
16.152751663481087,108.25452265493873,1
16.152751663481087,108.25480554226388,1
16.152751663481087,108.255088429589,1
16.152751663481087,108.25537131691414,1
16.152751663481087,108.25565420423926,1
16.152751663481087,108.2559370915644,1
16.152751663481087,108.25621997888952,1
16.152751663481087,108.25650286621467,1
16.152751663481087,108.25678575353982,1
16.152751663481087,108.25706864086494,1
16.152751663481087,108.25735152819009,1
16.15248628613157,108.25084511971195,1
16.15248628613157,108.25112800703712,1
16.15248628613157,108.25141089436224,1
16.15248628613157,108.25169378168738,1
16.15248628613157,108.2519766690125,1
16.15248628613157,108.25225955633763,1
16.15248628613157,108.25254244366278,1
16.15248628613157,108.25282533098792,1
16.15248628613157,108.25310821831305,1
16.15248628613157,108.2533911056382,1
16.15248628613157,108.25367399296331,1
16.15248628613157,108.25395688028846,1
16.15248628613157,108.2542397676136,1
16.15248628613157,108.25452265493873,1
16.15248628613157,108.25480554226388,1
16.15248628613157,108.255088429589,1
16.15248628613157,108.25537131691414,1
16.15248628613157,108.25565420423926,1
16.15248628613157,108.2559370915644,1
16.15248628613157,108.25621997888952,1
16.15248628613157,108.25650286621467,1
16.15248628613157,108.25678575353982,1
16.15248628613157,108.25706864086494,1
16.15248628613157,108.25735152819009,1
16.15248628613157,108.2576344155152,1
16.15248628613157,108.25791730284035,1
16.152220908782052,108.25084511971195,1
16.152220908782052,108.25112800703712,1
16.152220908782052,108.25141089436224,1
16.152220908782052,108.25169378168738,1
16.152220908782052,108.2519766690125,1
16.152220908782052,108.25225955633763,1
16.152220908782052,108.25254244366278,1
16.152220908782052,108.25282533098792,1
16.152220908782052,108.25310821831305,1
16.152220908782052,108.2533911056382,1
16.152220908782052,108.25367399296331,1
16.152220908782052,108.25395688028846,1
16.152220908782052,108.2542397676136,1
16.152220908782052,108.25452265493873,1
16.152220908782052,108.25480554226388,1
16.152220908782052,108.255088429589,1
16.152220908782052,108.25537131691414,1
16.152220908782052,108.25565420423926,1
16.152220908782052,108.2559370915644,1
16.152220908782052,108.25621997888952,1
16.152220908782052,108.25650286621467,1
16.152220908782052,108.25678575353982,1
16.152220908782052,108.25706864086494,1
16.152220908782052,108.25735152819009,1
16.152220908782052,108.2576344155152,1
16.152220908782052,108.25791730284035,1
16.152220908782052,108.25820019016548,1
